Id	Function_broad_final	Gene_name	Interpro.Description	label2	downreg_in_guy11_4h	downreg_in_guy11_24h	upreg_in_guy11_0h	upreg_in_guy11_4h	downreg_in_guy11_0h	upreg_in_guy11_24h	node_downreg_in_guy11_4h	node_downreg_in_guy11_24h	node_upreg_in_guy11_0h	node_upreg_in_guy11_4h	node_downreg_in_guy11_0h	node_upreg_in_guy11_24h
MGG_00468	transport		Chloride channel, core, Chloride channel, voltage gated	MGG_00468#	Not_DEG	Not_DEG	Not_DEG	Δmst12	Δbip1	Not_DEG	0	0	0	1	1	0
MGG_00470	dna_rna_protein_binding		Mei2-like, C-terminal RNA recognition motif, RNA recognition motif domain, RNA-binding domain superfamily	MGG_00470#	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δmst12	1	0	0	0	0	1
MGG_00471	vesicular_transport		EXOC6/PINT-1/Sec15/Tip20, C-terminal, domain 2, Exocyst complex component EXOC6/Sec15, Exocyst complex component EXOC6/Sec15, C-terminal, domain 1, Exocyst complex subunit Sec15, C-terminal	MGG_00471#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	0	0	0	0	1	0
MGG_00473	translation_ribosome		Fcf2 pre-rRNA processing, C-terminal, Fcf2/DNTTIP2	MGG_00473#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1	Not_DEG	0	0	0	0	1	0
MGG_00475	dna_rna_protein_binding		Armadillo-like helical, Armadillo-type fold	MGG_00475#	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	1	0	0	0	0	0
MGG_00476	proteases_peptidases		Aminopeptidase P, Creatinase, N-terminal, Creatinase/Aminopeptidase P/Spt16, N-terminal, Creatinase/aminopeptidase-like, Peptidase M24, Peptidase M24, C-terminal domain, Peptidase M24B, X-Pro dipeptidase/aminopeptidase P, conserved site	MGG_00476#	Δbip1, Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	1	0	0	0	0	0
MGG_00479	signal_transduction		Aurora kinase, Protein kinase domain, Protein kinase, ATP binding site, Protein kinase-like domain superfamily, Serine/threonine-protein kinase, active site	MGG_00479#	Not_DEG	Δbip1	Not_DEG	Not_DEG	Not_DEG	Not_DEG	0	1	0	0	0	0
MGG_00482	translation_ribosome		PUA domain, PUA domain superfamily, PUA-like superfamily, Ribosome biogenesis factor, NIP7, UPF0113, PUA domain, UPF0113, pre-PUA domain	MGG_00482#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	0	0	0	0	1	0
MGG_00485	dna_rna_processing_and_repair		BRCT domain, BRCT domain superfamily, DNA polymerase, Y-family, little finger domain, DNA polymerase, Y-family, little finger domain superfamily, DNA repair protein Rev1, DNA repair protein Rev1, C-terminal, DNA/RNA polymerase superfamily, HUWE1/Rev1, ubiquitin binding region, Rev1, C-terminal domain superfamily, Reverse transcriptase/Diguanylate cyclase domain, UmuC domain	MGG_00485#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1	Not_DEG	0	0	0	0	1	0
MGG_00487	proteases_peptidases		Peptidase M3A/M3B, Peptidase M3A/M3B catalytic domain	MGG_00487#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	0	0	0	0	1	0
MGG_00488	mitochondria_related		MICOS complex subunit MIC26/MIC27, MICOS subunit Mic26, fungi	MGG_00488#	Not_DEG	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	0	1	0	0	0	0
MGG_00501	transcription_factor	MSN2TDG2(form.TRT2)	Zinc finger C2H2 superfamily, Zinc finger C2H2-type	MSN2TDG2(form.TRT2)	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	1	0	0	0	0	0
MGG_00511	effector		Uncharacterized	MGG_00511#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	0	0	0	0	0	1
MGG_00514	dna_rna_protein_binding		K Homology domain, K Homology domain, type 1, K Homology domain, type 1 superfamily	MGG_00514#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	0	0	0	0	0	1
MGG_00517	kinases		Pyridoxamine kinase/Phosphomethylpyrimidine kinase, Pyridoxine kinase, Ribokinase-like	MGG_00517#	Δmst12	Not_DEG	Δbip1	Not_DEG	Not_DEG	Not_DEG	1	0	1	0	0	0
MGG_00518	dna_rna_processing_and_repair		Proliferating cell nuclear antigen, PCNA, Proliferating cell nuclear antigen, PCNA, C-terminal, Proliferating cell nuclear antigen, PCNA, N-terminal, Proliferating cell nuclear antigen, PCNA, conserved site	MGG_00518#	Not_DEG	Δbip1	Not_DEG	Not_DEG	Not_DEG	Not_DEG	0	1	0	0	0	0
MGG_00519	cytoskeleton		Myosin-binding domain	MGG_00519#	Not_DEG	Not_DEG	Not_DEG	Δmst12	Not_DEG	Δbip1, Δmst12	0	0	0	1	0	1
MGG_00521	transcription_factor		P-loop containing nucleoside triphosphate hydrolase, Transcription factor, GTP-binding domain	MGG_00521#	Δbip1	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	1	0	0	0	0	0
MGG_00523	dna_rna_processing_and_repair		DEAD-box helicase, OB fold, DNA/RNA helicase, ATP-dependent, DEAH-box type, conserved site, Helicase superfamily 1/2, ATP-binding domain, Helicase, C-terminal, Helicase-associated domain, P-loop containing nucleoside triphosphate hydrolase	MGG_00523#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	0	0	0	0	1	0
MGG_00527	cell_wall_enzymes	EMP1	Yeast cell wall synthesis Kre9/Knh1-like, N-terminal	EMP1	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	Not_DEG	Not_DEG	0	0	1	0	0	0
MGG_00529	protein_folding_chaperones	PEX6	AAA+ ATPase domain, ATPase, AAA-type, conserved site, ATPase, AAA-type, core, P-loop containing nucleoside triphosphate hydrolase	PEX6	Not_DEG	Δmst12	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	0	1	0	0	1	0
MGG_00537	transport		Ammonium transporter, Ammonium transporter AmtB-like domain, Ammonium transporter, conserved site, Ammonium/urea transporter	MGG_00537#	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	1	0	0	0	0	0
MGG_00540	binding_scaffold_other		Thioredoxin-like superfamily	MGG_00540#	Δbip1, Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	1	0	0	0	0	0
MGG_00543	proteases_peptidases		Alpha/Beta hydrolase fold, Peptidase S9, prolyl oligopeptidase, catalytic domain, Six-bladed beta-propeller, TolB-like, WD40-like beta propeller	MGG_00543#	Not_DEG	Not_DEG	Δbip1	Δbip1, Δmst12	Not_DEG	Δbip1, Δmst12	0	0	1	1	0	1
MGG_00547	signal_transduction		Coenzyme A pyrophosphatase, NUDIX hydrolase domain, NUDIX hydrolase-like domain superfamily	MGG_00547#	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	Not_DEG	Not_DEG	0	0	1	0	0	0
MGG_00548	transport		Ctr copper transporter	MGG_00548#	Not_DEG	Not_DEG	Δmst12	Not_DEG	Not_DEG	Δbip1, Δmst12	0	0	1	0	0	1
MGG_00554	cell_wall_enzymes		Pectin lyase fold	MGG_00554#	Not_DEG	Not_DEG	Δmst12	Not_DEG	Not_DEG	Not_DEG	0	0	1	0	0	0
MGG_00566	dna_rna_protein_binding		Ankyrin repeat, Ankyrin repeat-containing domain superfamily	MGG_00566#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δmst12	Not_DEG	0	0	0	0	1	0
MGG_00572	binding_scaffold_other		Cytochrome P450, Cytochrome P450 superfamily, Cytochrome P450, conserved site	MGG_00572#	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	Not_DEG	0	0	0	1	0	0
MGG_00574	cell_wall_enzymes		Glycoside hydrolase, family 43, Glycosyl hydrolase, five-bladed beta-propellor domain superfamily	MGG_00574#	Not_DEG	Not_DEG	Not_DEG	Δmst12	Not_DEG	Not_DEG	0	0	0	1	0	0
MGG_00575	effector		Uncharacterized	MGG_00575#	Not_DEG	Not_DEG	Δbip1	Not_DEG	Not_DEG	Not_DEG	0	0	1	0	0	0
MGG_00583	cell_wall_enzymes		Beta galactosidase small chain/ domain 5, Beta-Galactosidase/glucuronidase domain superfamily, Beta-galactosidase, domain 4, Galactose mutarotase-like domain superfamily, Galactose-binding-like domain superfamily, Glycoside hydrolase family 2, catalytic domain, Glycoside hydrolase superfamily, Glycoside hydrolase, family 2, Glycoside hydrolase, family 2, active site, Glycoside hydrolase, family 2, beta-galactosidase, Glycoside hydrolase, family 2, immunoglobulin-like beta-sandwich, Glycoside hydrolase-type carbohydrate-binding, Glycosyl hydrolases family 2, sugar binding domain, Immunoglobulin-like fold	MGG_00583#	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	Δbip1, Δmst12	0	0	0	1	0	1
MGG_00587	transcription_factor	ZIP2	Basic-leucine zipper domain	ZIP2	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	Not_DEG	0	0	0	1	0	0
MGG_00588	mitochondria_related		Complex I intermediate-associated protein 30, mitochondrial, Galactose-binding-like domain superfamily, NADH:ubiquinone oxidoreductase intermediate-associated protein 30	MGG_00588#	Not_DEG	Δmst12	Not_DEG	Δbip1, Δmst12	Not_DEG	Not_DEG	0	1	0	1	0	0
MGG_00599	signal_transduction		Ketopantoate hydroxymethyltransferase, Pyruvate kinase-like domain superfamily, Pyruvate/Phosphoenolpyruvate kinase-like domain superfamily	MGG_00599#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	0	0	0	0	1	0
MGG_00602	transcription_factor	ZIP2/GCN4	Basic-leucine zipper domain	ZIP2/GCN4	Δmst12	Δbip1	Not_DEG	Not_DEG	Not_DEG	Not_DEG	1	1	0	0	0	0
MGG_00604	cytoskeleton	TUB2	Beta tubulin, Beta tubulin, autoregulation binding site, Tubulin, Tubulin, C-terminal, Tubulin, conserved site, Tubulin/FtsZ, 2-layer sandwich domain, Tubulin/FtsZ, C-terminal, Tubulin/FtsZ, GTPase domain, Tubulin/FtsZ, GTPase domain superfamily, Tubulin/FtsZ-like, C-terminal domain	TUB2	Δbip1, Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	1	0	0	0	0	0
MGG_00617	binding_scaffold_other	VOSA	Velvet domain, Velvet domain superfamily, Velvet factor	VOSA	Not_DEG	Not_DEG	Not_DEG	Δbip1	Not_DEG	Not_DEG	0	0	0	1	0	0
MGG_00618	cell_wall_enzymes		Pectin lyase fold, Pectin lyase fold/virulence factor, Pectinesterase, Asp active site, Pectinesterase, catalytic	MGG_00618#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δmst12	Not_DEG	0	0	0	0	1	0
MGG_00623	signal_transduction		ATPase, nucleotide binding domain, Hexokinase, Hexokinase, C-terminal, Hexokinase, N-terminal	MGG_00623#	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	Not_DEG	0	0	0	1	0	0
MGG_00632	dna_rna_protein_binding		Armadillo-like helical, Armadillo-type fold, CCR4-NOT transcription complex subunit 9	MGG_00632#	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	Not_DEG	0	0	0	1	0	0
MGG_00633	transport		Cation/H+ exchanger, Sodium/solute  symporter  superfamily	MGG_00633#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δmst12	0	0	0	0	0	1
MGG_00653	transcription_factor		Zinc finger, MYND-type	MGG_00653#	Not_DEG	Not_DEG	Not_DEG	Δmst12	Not_DEG	Not_DEG	0	0	0	1	0	0
MGG_00654	transcription_factor		EF-Hand 1, calcium-binding site, EF-hand domain, EF-hand domain pair, Recoverin family, Zinc finger, ZZ-type, Zinc finger, ZZ-type superfamily	MGG_00654#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	0	0	0	0	1	0
MGG_00659	cell_wall_enzymes		Pectate lyase superfamily protein, Pectin lyase fold, Pectin lyase fold/virulence factor	MGG_00659#	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	Not_DEG	0	0	0	1	0	0
MGG_00673	dna_rna_protein_binding		SET domain	MGG_00673#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	0	0	0	0	0	1
MGG_00675	ubiquitin_proteasome		F-box-like domain superfamily	MGG_00675#	Δbip1, Δmst12	Δmst12	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	1	1	0	0	1	0
MGG_00683	vesicular_transport		ERO1-like superfamily, Endoplasmic reticulum oxidoreductin 1	MGG_00683#	Not_DEG	Not_DEG	Δbip1	Not_DEG	Not_DEG	Not_DEG	0	0	1	0	0	0
MGG_00684	cytoskeleton		Pal1 cell morphology	MGG_00684#	Not_DEG	Δbip1	Not_DEG	Δmst12	Not_DEG	Not_DEG	0	1	0	1	0	0
MGG_00687	signal_transduction		COP9 signalosome complex subunit 3	MGG_00687#	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	1	0	0	0	0	0
MGG_00691	binding_scaffold_other		BRCT domain, BRCT domain superfamily	MGG_00691#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	0	0	0	0	1	0
MGG_00692	dna_rna_protein_binding	STU1	EFG1/Phd1/StuA family, HTH APSES-type DNA-binding domain superfamily, KilA, N-terminal/APSES-type HTH, DNA-binding, Transcription regulator HTH, APSES-type DNA-binding domain	STU1	Not_DEG	Δbip1, Δmst12	Not_DEG	Δbip1, Δmst12	Δbip1, Δmst12	Not_DEG	0	1	0	1	1	0
MGG_00695	cell_wall_enzymes		Glycoside hydrolase-type carbohydrate-binding, Glycosyl hydrolase family 92, Glycosyl hydrolase family 92 N-terminal domain, Six-hairpin glycosidase superfamily	MGG_00695#	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	Not_DEG	0	0	0	1	0	0
MGG_00703	effector	MAS3	Egh16-like virulence factor	MAS3	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	0	0	0	0	0	1
MGG_00707	lipid_metabolism	PDR16	CRAL-TRIO lipid binding domain, CRAL-TRIO lipid binding domain superfamily, CRAL/TRIO, N-terminal domain, CRAL/TRIO, N-terminal domain superfamily	PDR16	Δbip1, Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	1	0	0	0	0	0
MGG_00712	binding_scaffold_other		EXPERA domain, Emopamil-binding protein	MGG_00712#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1	0	0	0	0	0	1
MGG_00721	effector		PEBP-like superfamily, Phosphatidylethanolamine-binding protein, Phosphatidylethanolamine-binding protein, eukaryotic	MGG_00721#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	0	0	0	0	0	1
MGG_00729	transcription_factor		NDT80 DNA-binding domain, NDT80 DNA-binding domain superfamily, p53-like transcription factor, DNA-binding	MGG_00729#	Not_DEG	Δbip1	Not_DEG	Not_DEG	Not_DEG	Not_DEG	0	1	0	0	0	0
MGG_00730	transcription_factor		E3 ubiquitin ligase RBR family, IBR domain, RWD domain, TRIAD supradomain, Ubiquitin-conjugating enzyme/RWD-like, Zinc finger, RING-type, Zinc finger, RING-type, conserved site, Zinc finger, RING/FYVE/PHD-type	MGG_00730#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	0	0	0	0	1	0
MGG_00731	dna_rna_processing_and_repair		Far11/STRP, Far11/STRP, C-terminal, Far11/STRP, N-terminal	MGG_00731#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	0	0	0	0	1	0
MGG_00736	transcription_factor		Chromo-like domain superfamily, Helicase superfamily 1/2, ATP-binding domain, Helicase, C-terminal, P-loop containing nucleoside triphosphate hydrolase, PHD/FYVE-zinc-finger like domain, SNF2, N-terminal, SNF2-like, N-terminal domain superfamily, Zinc finger, FYVE/PHD-type, Zinc finger, PHD-type	MGG_00736#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	0	0	0	0	1	0
MGG_00737	cell_wall_enzymes	HEG5	Cell wall protein Sed1/Spi1	HEG5	Not_DEG	Δbip1	Δbip1, Δmst12	Not_DEG	Not_DEG	Not_DEG	0	1	1	0	0	0
MGG_00740	cell_wall_enzymes		LMBR1-like membrane protein	MGG_00740#	Not_DEG	Not_DEG	Not_DEG	Δmst12	Not_DEG	Not_DEG	0	0	0	1	0	0
MGG_00747	transcription_factor		Palmitoyltransferase PFA4, Palmitoyltransferase, DHHC domain	MGG_00747#	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	1	0	0	0	0	0
MGG_00757	dna_rna_protein_binding		Armadillo-type fold, Signal transduction protein Cdc14	MGG_00757#	Not_DEG	Δbip1	Not_DEG	Δmst12	Not_DEG	Not_DEG	0	1	0	1	0	0
MGG_00764	translation_ribosome		Ribosomal RNA-processing protein 7, Ribosomal RNA-processing protein 7, C-terminal domain, Rrp7, RRM-like N-terminal domain	MGG_00764#	Not_DEG	Not_DEG	Not_DEG	Δmst12	Not_DEG	Not_DEG	0	0	0	1	0	0
MGG_00768	ubiquitin_proteasome	FBX15	F-box domain, F-box-like domain superfamily	FBX15	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δmst12	Not_DEG	0	0	0	0	1	0
MGG_00769	signal_transduction		2Fe-2S ferredoxin, iron-sulphur binding site, 2Fe-2S ferredoxin-like superfamily, 2Fe-2S ferredoxin-type iron-sulfur binding domain, Beta-grasp domain superfamily, FAD-binding domain, ferredoxin reductase-type, Ferredoxin-NADP reductase (FNR), nucleotide-binding domain, Molybdenum cofactor sulfurase, C-terminal, Oxidoreductase FAD/NAD(P)-binding, Phthalate dioxygenase reductase, Pyruvate kinase-like, insert domain superfamily, Riboflavin synthase-like beta-barrel	MGG_00769#	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	1	0	0	0	0	0
MGG_00786	binding_scaffold_other		Marvel domain	MGG_00786#	Not_DEG	Δbip1	Not_DEG	Not_DEG	Not_DEG	Not_DEG	0	1	0	0	0	0
MGG_00787	effector		Uncharacterized	MGG_00787#	Not_DEG	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	0	1	0	0	0	0
MGG_00795	dna_rna_protein_binding		Ankyrin repeat, Ankyrin repeat-containing domain superfamily	MGG_00795#	Not_DEG	Δmst12	Not_DEG	Not_DEG	Δmst12	Not_DEG	0	1	0	0	1	0
MGG_00803	kinases	SNF1	AMPK, C-terminal adenylate sensor domain, Carbon catabolite-derepressing protein kinase, ubiquitin-associated domain, KA1 domain/Ssp2, C-terminal, Protein kinase domain, Protein kinase, ATP binding site, Protein kinase-like domain superfamily, Serine/threonine-protein kinase, active site	SNF1	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δmst12	Not_DEG	0	0	0	0	1	0
MGG_00814	protein_folding_chaperones		Activator of 90kDa heat shock protein ATPase-like, Activator of Hsp90 ATPase homologue 1-like, Activator of Hsp90 ATPase, Aha1, Activator of Hsp90 ATPase, N-terminal, START-like domain superfamily	MGG_00814#	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	Not_DEG	Not_DEG	0	0	1	0	0	0
MGG_00816	binding_scaffold_other		LysM domain, LysM domain superfamily	MGG_00816#	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	Not_DEG	Δbip1, Δmst12	0	0	1	0	0	1
MGG_00820	signal_transduction		Heterokaryon incompatibility	MGG_00820#	Not_DEG	Δbip1, Δmst12	Not_DEG	Not_DEG	Δmst12	Not_DEG	0	1	0	0	1	0
MGG_00832	binding_scaffold_other		Cytochrome P450, Cytochrome P450 superfamily, Cytochrome P450, E-class, group I, Cytochrome P450, conserved site	MGG_00832#	Not_DEG	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	0	1	0	0	0	0
MGG_00835	dna_rna_protein_binding		Band 7 domain, Band 7/SPFH domain superfamily, Flotillin family	MGG_00835#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δmst12	0	0	0	0	0	1
MGG_00839	vesicular_transport		Golgi phosphoprotein 3-like, Golgi phosphoprotein 3-like domain superfamily	MGG_00839#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1	Not_DEG	0	0	0	0	1	0
MGG_00840	translation_ribosome		Ribosomal RNA-processing protein 14, N-terminal, Ribosomal RNA-processing protein 14/surfeit locus protein 6, C-terminal domain, Surfeit locus 6	MGG_00840#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	0	0	0	0	1	0
MGG_00841	dna_rna_processing_and_repair		5'-3' exonuclease, C-terminal domain superfamily, Exonuclease 1, Exonuclease 1-like, PIN-like domain, Exonuclease-1, H3TH domain, Helix-hairpin-helix motif, class 2, PIN-like domain superfamily, XPG N-terminal, XPG-I domain, XPG/Rad2 endonuclease	MGG_00841#	Not_DEG	Δbip1	Not_DEG	Not_DEG	Δbip1	Not_DEG	0	1	0	0	1	0
MGG_00842	translation_ribosome		Tma16 superfamily, Translation/ribosome-associated protein 16	MGG_00842#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	0	0	0	0	1	0
MGG_00844	binding_scaffold_other		LCCL domain, LCCL domain superfamily	MGG_00844#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δmst12	Δbip1, Δmst12	0	0	0	0	1	1
MGG_00846	transport		MFS transporter superfamily, Major facilitator superfamily	MGG_00846#	Not_DEG	Δbip1	Δbip1	Not_DEG	Not_DEG	Not_DEG	0	1	1	0	0	0
MGG_00856	transcription_factor		CP2 transcription factor	MGG_00856#	Not_DEG	Not_DEG	Not_DEG	Δmst12	Not_DEG	Not_DEG	0	0	0	1	0	0
MGG_00861	transport		Oligopeptide transporter, OPT superfamily	MGG_00861#	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	Δbip1, Δmst12	0	0	0	1	0	1
MGG_00871	lipid_metabolism		CRAL-TRIO lipid binding domain, CRAL-TRIO lipid binding domain superfamily, CRAL/TRIO, N-terminal domain, CRAL/TRIO, N-terminal domain superfamily	MGG_00871#	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Δbip1, Δmst12	Not_DEG	0	0	0	1	1	0
MGG_00872	dna_rna_protein_binding		HINT family, HIT-like domain, HIT-like superfamily, Histidine triad (HIT) protein, Histidine triad, conserved site	MGG_00872#	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	Not_DEG	Δbip1	0	0	1	0	0	1
MGG_00876	dna_rna_protein_binding		B3/B4 tRNA-binding domain, Phenylalanine--tRNA ligase beta subunit, B1 domain, Phenylalanine-tRNA ligase, class IIc, beta subunit, Phenylalanyl tRNA synthetase beta chain, core domain, Phenylalanyl-tRNA synthetase, class IIc, beta subunit, archae/euk cytosolic, Phenylalanyl-tRNA synthetase-like, B3/B4, Putative DNA-binding domain superfamily, tRNA synthetase, B5-domain	MGG_00876#	Δbip1, Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	1	0	0	0	0	0
MGG_00883	signal_transduction	BCK1/MCK1	Protein kinase domain, Protein kinase, ATP binding site, Protein kinase-like domain superfamily, Serine/threonine-protein kinase, active site	BCK1/MCK1	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	0	0	0	0	0	1
MGG_00893	transcription_factor		Nucleoside phosphorylase domain, Nucleoside phosphorylase superfamily, Zinc finger, CCHC-type, Zinc finger, CCHC-type superfamily	MGG_00893#	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	Not_DEG	Not_DEG	0	0	1	0	0	0
MGG_00896	dna_rna_processing_and_repair		3'-5' exonuclease domain, Exosome complex exonuclease Rrp6-like, Exosome-associated factor Rrp6, N-terminal, HRDC domain, HRDC domain superfamily, HRDC-like superfamily, Ribonuclease H superfamily, Ribonuclease H-like superfamily	MGG_00896#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	0	0	0	0	1	0
MGG_00897	transport		MFS transporter superfamily, Major facilitator superfamily, Major facilitator superfamily domain, Sugar transporter, conserved site	MGG_00897#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1	0	0	0	0	0	1
MGG_00899	protein_folding_chaperones		C-CAP/cofactor C-like domain, CARP motif, Cyclase-associated protein CAP/septum formation inhibitor MinC, C-terminal, TBCC, N-terminal domain superfamily, Tubulin binding cofactor C-like domain, Tubulin-specific chaperone C, Tubulin-specific chaperone C, N-terminal	MGG_00899#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	0	0	0	0	0	1
MGG_00900	dna_rna_processing_and_repair		Mediator complex, subunit Med7/Med21-like, Mediator of RNA polymerase II transcription subunit 9	MGG_00900#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δmst12	0	0	0	0	0	1
MGG_00901	phosphatases		Alkaline-phosphatase-like, core domain superfamily, BPG-independent PGAM, N-terminal, BPG-independent phosphoglycerate mutase, domain B superfamily, Metalloenzyme, Phosphoglycerate mutase, 2,3-bisphosphoglycerate-independent	MGG_00901#	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	1	0	0	0	0	0
MGG_00905	lipid_metabolism	SEC14a	CRAL-TRIO lipid binding domain, CRAL-TRIO lipid binding domain superfamily, CRAL/TRIO, N-terminal domain, CRAL/TRIO, N-terminal domain superfamily	SEC14a	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	1	0	0	0	0	0
MGG_00906	cell_division		Kinetochore Mis14/Nsl1	MGG_00906#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	0	0	0	0	1	0
MGG_00909	binding_scaffold_other		Folliculin, Folliculin/SMCR8, longin domain, Folliculin/SMCR8, tripartite DENN domain	MGG_00909#	Not_DEG	Δmst12	Not_DEG	Not_DEG	Not_DEG	Not_DEG	0	1	0	0	0	0
MGG_00912	signal_transduction		PTP type protein phosphatase, Protein-tyrosine phosphatase, active site, Protein-tyrosine phosphatase, catalytic, Protein-tyrosine phosphatase-like, Tyrosine-specific protein phosphatases domain	MGG_00912#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1, Δmst12	Not_DEG	0	0	0	0	1	0
MGG_00913	proteases_peptidases		Regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II, Regulator of chromosome condensation, RCC1	MGG_00913#	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Not_DEG	Δbip1	0	0	0	0	0	1
MGG_00922	proteases_peptidases		Aspartic peptidase A1 family, Aspartic peptidase domain superfamily, Aspartic peptidase, active site, Peptidase family A1 domain	MGG_00922#	Not_DEG	Not_DEG	Δbip1	Not_DEG	Not_DEG	Not_DEG	0	0	1	0	0	0
